subject,body,subject_masked,body_masked,subject_clean,body_clean,text_clean,label_list,n_labels,y_admin,y_assessment,y_extenuating_circumstances,y_feedback,y_resources,y_timetabling,label_ids
complaint and extension request,"hi dr smith

im going to be blunt. the kv5002 assignment brief is really unclear and ive wasted days trying to figure out what section B is actually asking for. ive asked 3 other students and none of us agree on what its meant to be. i think this is unfair and the brief should be rewritten or clarified.

because of the confusion ive lost time and now i need an extension. i know thats not a proper extenuating circumstance but its the universitys fault not mine

sorry if this comes across as rude im just frustrated
alex",complaint and extension request,"hi dr smith

im going to be blunt. the kv5002 assignment brief is really unclear and ive wasted days trying to figure out what section B is actually asking for. ive asked 3 other students and none of us agree on what its meant to be. i think this is unfair and the brief should be rewritten or clarified.

because of the confusion ive lost time and now i need an extension. i know thats not a proper extenuating circumstance but its the universitys fault not mine

sorry if this comes across as rude im just frustrated
alex",complaint and extension request,hi dr smith im going to be blunt. the kv5002 assignment brief is really unclear and ive wasted days trying to figure out what section B is actually asking for. ive asked 3 other students and none of us agree on what its meant to be. i think this is unfair and the brief should be rewritten or clarified. because of the confusion ive lost time and now i need an extension. i know thats not a proper extenuating circumstance but its the universitys fault not mine sorry if this comes across as rude im just frustrated alex,complaint and extension request [SEP] hi dr smith im going to be blunt. the kv5002 assignment brief is really unclear and ive wasted days trying to figure out what section B is actually asking for. ive asked 3 other students and none of us agree on what its meant to be. i think this is unfair and the brief should be rewritten or clarified. because of the confusion ive lost time and now i need an extension. i know thats not a proper extenuating circumstance but its the universitys fault not mine sorry if this comes across as rude im just frustrated alex,"['assessment', 'extenuating_circumstances', 'feedback']",3,0,1,1,1,0,0,"[1, 2, 3]"
cant see feedback on turnitin,"hi

it says my kv5002 feedback is available but when i click on the turnitin link it just shows my submission with no comments or grade. is it a turnitin issue or has it not been released yet??

pls help i want to know how i did

katie",cant see feedback on turnitin,"hi

it says my kv5002 feedback is available but when i click on the turnitin link it just shows my submission with no comments or grade. is it a turnitin issue or has it not been released yet??

pls help i want to know how i did

katie",cant see feedback on turnitin,hi it says my kv5002 feedback is available but when i click on the turnitin link it just shows my submission with no comments or grade. is it a turnitin issue or has it not been released yet?? pls help i want to know how i did katie,cant see feedback on turnitin [SEP] hi it says my kv5002 feedback is available but when i click on the turnitin link it just shows my submission with no comments or grade. is it a turnitin issue or has it not been released yet?? pls help i want to know how i did katie,['feedback'],1,0,0,0,1,0,0,[3]
slides from week 3??,"hi

i know this is ages ago but is there any chance u could reupload the week 3 slides for kv4006?? the link on blackboard is broken and just takes me to a blank page. ive asked a few others and they have the same problem

sorry
liam",slides from week 3??,"hi

i know this is ages ago but is there any chance u could reupload the week 3 slides for kv4006?? the link on blackboard is broken and just takes me to a blank page. ive asked a few others and they have the same problem

sorry
liam",slides from week 3??,hi i know this is ages ago but is there any chance u could reupload the week 3 slides for kv4006?? the link on blackboard is broken and just takes me to a blank page. ive asked a few others and they have the same problem sorry liam,slides from week 3?? [SEP] hi i know this is ages ago but is there any chance u could reupload the week 3 slides for kv4006?? the link on blackboard is broken and just takes me to a blank page. ive asked a few others and they have the same problem sorry liam,['resources'],1,0,0,0,0,1,0,[4]
KV5002 Coursework Submission Query,"Dear Lecturer,

I wanted to check — do we submit the KV5002 coursework through Turnitin on Blackboard or is there a separate submission link? I remember you mentioned something in the lecture but I wasn't sure.

Also what is the file format? Can I submit a .zip or does it need to be a PDF?

Thanks,
James",KV5002 Coursework Submission Query,"Dear Lecturer,

I wanted to check — do we submit the KV5002 coursework through Turnitin on Blackboard or is there a separate submission link? I remember you mentioned something in the lecture but I wasn't sure.

Also what is the file format? Can I submit a .zip or does it need to be a PDF?

[SIGN_OFF]
James",KV5002 Coursework Submission Query,"Dear Lecturer, I wanted to check — do we submit the KV5002 coursework through Turnitin on Blackboard or is there a separate submission link? I remember you mentioned something in the lecture but I wasn't sure. Also what is the file format? Can I submit a .zip or does it need to be a PDF? [SIGN_OFF] James","KV5002 Coursework Submission Query [SEP] Dear Lecturer, I wanted to check — do we submit the KV5002 coursework through Turnitin on Blackboard or is there a separate submission link? I remember you mentioned something in the lecture but I wasn't sure. Also what is the file format? Can I submit a .zip or does it need to be a PDF? [SIGN_OFF] James",['assessment'],1,0,1,0,0,0,0,[1]
MISSED LECTURE,"HI DR SMITH

I MISSED TODAYS KV5002 LECTURE BECAUSE MY BUS WAS LATE. WILL THE LECTURE BE RECORDED? I DONT WANT TO FALL BEHIND.

ALSO IS THERE ANYTHING IMPORTANT I MISSED THAT WONT BE ON THE SLIDES?

THANKS
MICHAEL",MISSED LECTURE,"HI DR SMITH

I MISSED TODAYS KV5002 LECTURE BECAUSE MY BUS WAS LATE. WILL THE LECTURE BE RECORDED? I DONT WANT TO FALL BEHIND.

ALSO IS THERE ANYTHING IMPORTANT I MISSED THAT WONT BE ON THE SLIDES?

[SIGN_OFF]
MICHAEL",MISSED LECTURE,HI DR SMITH I MISSED TODAYS KV5002 LECTURE BECAUSE MY BUS WAS LATE. WILL THE LECTURE BE RECORDED? I DONT WANT TO FALL BEHIND. ALSO IS THERE ANYTHING IMPORTANT I MISSED THAT WONT BE ON THE SLIDES? [SIGN_OFF] MICHAEL,MISSED LECTURE [SEP] HI DR SMITH I MISSED TODAYS KV5002 LECTURE BECAUSE MY BUS WAS LATE. WILL THE LECTURE BE RECORDED? I DONT WANT TO FALL BEHIND. ALSO IS THERE ANYTHING IMPORTANT I MISSED THAT WONT BE ON THE SLIDES? [SIGN_OFF] MICHAEL,['timetabling'],1,0,0,0,0,0,1,[5]
Guest Lecture Details,"Dear Dr Smith,

You mentioned in the last KV6003 session that there would be a guest lecture in Week 11 from someone in industry. Could you confirm the date, time, and whether attendance is mandatory? I want to make sure I don't book anything else.

Thank you,
Zara Ahmed",Guest Lecture Details,"Dear Dr Smith,

You mentioned in the last KV6003 session that there would be a guest lecture in Week 11 from someone in industry. Could you confirm the date, time, and whether attendance is mandatory? I want to make sure I don't book anything else.

Thank you,
[PERSON]",Guest Lecture Details,"Dear Dr Smith, You mentioned in the last KV6003 session that there would be a guest lecture in Week 11 from someone in industry. Could you confirm the date, time, and whether attendance is mandatory? I want to make sure I don't book anything else. Thank you, [PERSON]","Guest Lecture Details [SEP] Dear Dr Smith, You mentioned in the last KV6003 session that there would be a guest lecture in Week 11 from someone in industry. Could you confirm the date, time, and whether attendance is mandatory? I want to make sure I don't book anything else. Thank you, [PERSON]",['timetabling'],1,0,0,0,0,0,1,[5]
KV6003 Supervision Meeting Availability,"Dear Dr Smith,

I need to book my next project supervision meeting for KV6003. Are you available any time during Week 10? I'm free Monday afternoon and Thursday all day.

Could you also let me know where the meeting will take place — is it your office or on Teams?

Kind regards,
Olivia Hughes",KV6003 Supervision Meeting Availability,"Dear Dr Smith,

I need to book my next project supervision meeting for KV6003. Are you available any time during Week 10? I'm free Monday afternoon and Thursday all day.

Could you also let me know where the meeting will take place — is it your office or on Teams?

[SIGN_OFF]
[PERSON]",KV6003 Supervision Meeting Availability,"Dear Dr Smith, I need to book my next project supervision meeting for KV6003. Are you available any time during Week 10? I'm free Monday afternoon and Thursday all day. Could you also let me know where the meeting will take place — is it your office or on Teams? [SIGN_OFF] [PERSON]","KV6003 Supervision Meeting Availability [SEP] Dear Dr Smith, I need to book my next project supervision meeting for KV6003. Are you available any time during Week 10? I'm free Monday afternoon and Thursday all day. Could you also let me know where the meeting will take place — is it your office or on Teams? [SIGN_OFF] [PERSON]",['timetabling'],1,0,0,0,0,0,1,[5]
Assignment 2 - Can I Use My Own Dataset?,"Dear Dr Smith,

For Assignment 2 in KV5002, the brief mentions using the provided dataset. However, I have access to a more relevant dataset from my part-time job that I think would make for a more interesting analysis. Would it be acceptable to use this instead, or do we strictly need to use the one provided?

I can provide details of the dataset if needed.

Best regards,
Isla Ferguson",Assignment 2 - Can I Use My Own Dataset?,"Dear Dr Smith,

For Assignment 2 in KV5002, the brief mentions using the provided dataset. However, I have access to a more relevant dataset from my part-time job that I think would make for a more interesting analysis. Would it be acceptable to use this instead, or do we strictly need to use the one provided?

I can provide details of the dataset if needed.

Best regards,
[PERSON]",Assignment 2 - Can I Use My Own Dataset?,"Dear Dr Smith, For Assignment 2 in KV5002, the brief mentions using the provided dataset. However, I have access to a more relevant dataset from my part-time job that I think would make for a more interesting analysis. Would it be acceptable to use this instead, or do we strictly need to use the one provided? I can provide details of the dataset if needed. Best regards, [PERSON]","Assignment 2 - Can I Use My Own Dataset? [SEP] Dear Dr Smith, For Assignment 2 in KV5002, the brief mentions using the provided dataset. However, I have access to a more relevant dataset from my part-time job that I think would make for a more interesting analysis. Would it be acceptable to use this instead, or do we strictly need to use the one provided? I can provide details of the dataset if needed. Best regards, [PERSON]",['assessment'],1,0,1,0,0,0,0,[1]
covid and isolation,"hi

ive tested positive for covid and im isolating at home. i feel awful and cant concentrate on anything. the kv6003 report is due next week and theres no way ill be well enough to finish it

do i still need to apply for an extension formally or can u just note it down?? i can send a photo of my test result

thx
megan",covid and isolation,"hi

ive tested positive for covid and im isolating at home. i feel awful and cant concentrate on anything. the kv6003 report is due next week and theres no way ill be well enough to finish it

do i still need to apply for an extension formally or can u just note it down?? i can send a photo of my test result

thx
megan",covid and isolation,hi ive tested positive for covid and im isolating at home. i feel awful and cant concentrate on anything. the kv6003 report is due next week and theres no way ill be well enough to finish it do i still need to apply for an extension formally or can u just note it down?? i can send a photo of my test result thx megan,covid and isolation [SEP] hi ive tested positive for covid and im isolating at home. i feel awful and cant concentrate on anything. the kv6003 report is due next week and theres no way ill be well enough to finish it do i still need to apply for an extension formally or can u just note it down?? i can send a photo of my test result thx megan,['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
KV5002 Assignment Feedback Request and Deadline Query,"Good afternoon,

I was wondering whether feedback for Assignment 1 in KV5002 has been released yet? I submitted three weeks ago and haven't received anything on Turnitin.

Additionally, I wanted to confirm the deadline for Assignment 2 — is it still Week 12 Friday at 2pm?

Many thanks,
Emily Chen",KV5002 Assignment Feedback Request and Deadline Query,"Good afternoon,

I was wondering whether feedback for Assignment 1 in KV5002 has been released yet? I submitted three weeks ago and haven't received anything on Turnitin.

Additionally, I wanted to confirm the deadline for Assignment 2 — is it still Week 12 Friday at 2pm?

[SIGN_OFF]
[PERSON]",KV5002 Assignment Feedback Request and Deadline Query,"Good afternoon, I was wondering whether feedback for Assignment 1 in KV5002 has been released yet? I submitted three weeks ago and haven't received anything on Turnitin. Additionally, I wanted to confirm the deadline for Assignment 2 — is it still Week 12 Friday at 2pm? [SIGN_OFF] [PERSON]","KV5002 Assignment Feedback Request and Deadline Query [SEP] Good afternoon, I was wondering whether feedback for Assignment 1 in KV5002 has been released yet? I submitted three weeks ago and haven't received anything on Turnitin. Additionally, I wanted to confirm the deadline for Assignment 2 — is it still Week 12 Friday at 2pm? [SIGN_OFF] [PERSON]",['assessment'],1,0,1,0,0,0,0,[1]
wrong module on my transcript,"hi dr smith

ive just checked my transcript and its showing kv4006 as a fail even though i passed it with 58%. i think theres been an admin error. who do i need to contact to get this sorted?? its stressing me out because i need my transcript for a job application

thanks
liam",wrong module on my transcript,"hi dr smith

ive just checked my transcript and its showing kv4006 as a fail even though i passed it with 58%. i think theres been an admin error. who do i need to contact to get this sorted?? its stressing me out because i need my transcript for a job application

[SIGN_OFF]
liam",wrong module on my transcript,hi dr smith ive just checked my transcript and its showing kv4006 as a fail even though i passed it with 58%. i think theres been an admin error. who do i need to contact to get this sorted?? its stressing me out because i need my transcript for a job application [SIGN_OFF] liam,wrong module on my transcript [SEP] hi dr smith ive just checked my transcript and its showing kv4006 as a fail even though i passed it with 58%. i think theres been an admin error. who do i need to contact to get this sorted?? its stressing me out because i need my transcript for a job application [SIGN_OFF] liam,['admin'],1,1,0,0,0,0,0,[0]
injured my hand in football,"hi dr smith

bit of an awkward one but i injured my hand playing football at the weekend and its in a splint for 2 weeks. i can still type a bit with my left hand but its really slow and painful. the kv5002 coding assignment is going to be really hard to do like this

is there any way i can get extra time?? happy to show u the hospital letter

cheers
ryan",injured my hand in football,"hi dr smith

bit of an awkward one but i injured my hand playing football at the weekend and its in a splint for 2 weeks. i can still type a bit with my left hand but its really slow and painful. the kv5002 coding assignment is going to be really hard to do like this

is there any way i can get extra time?? happy to show u the hospital letter

cheers
ryan",injured my hand in football,hi dr smith bit of an awkward one but i injured my hand playing football at the weekend and its in a splint for 2 weeks. i can still type a bit with my left hand but its really slow and painful. the kv5002 coding assignment is going to be really hard to do like this is there any way i can get extra time?? happy to show u the hospital letter cheers ryan,injured my hand in football [SEP] hi dr smith bit of an awkward one but i injured my hand playing football at the weekend and its in a splint for 2 weeks. i can still type a bit with my left hand but its really slow and painful. the kv5002 coding assignment is going to be really hard to do like this is there any way i can get extra time?? happy to show u the hospital letter cheers ryan,['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
family emergency back home,"hi dr smith

im an international student and theres been a family emergency back home in nigeria. my father is very ill and i might need to fly home at short notice. if i do i could be gone for 2-3 weeks which would mean missing the kv4006 exam and the kv5002 deadline

i dont know what to do. what are my options??

thanks
james",family emergency back home,"hi dr smith

im an international student and theres been a family emergency back home in nigeria. my father is very ill and i might need to fly home at short notice. if i do i could be gone for 2-3 weeks which would mean missing the kv4006 exam and the kv5002 deadline

i dont know what to do. what are my options??

[SIGN_OFF]
james",family emergency back home,hi dr smith im an international student and theres been a family emergency back home in nigeria. my father is very ill and i might need to fly home at short notice. if i do i could be gone for 2-3 weeks which would mean missing the kv4006 exam and the kv5002 deadline i dont know what to do. what are my options?? [SIGN_OFF] james,family emergency back home [SEP] hi dr smith im an international student and theres been a family emergency back home in nigeria. my father is very ill and i might need to fly home at short notice. if i do i could be gone for 2-3 weeks which would mean missing the kv4006 exam and the kv5002 deadline i dont know what to do. what are my options?? [SIGN_OFF] james,['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
Disability Flare-Up,"Dear Dr Smith,

I have a diagnosed chronic condition (fibromyalgia) which is registered with Disability Services. I've been experiencing a significant flare-up over the past two weeks which has made it very difficult to sit at a computer for extended periods.

My Disability Adviser has recommended I request adjusted deadlines for the current assessment period. This affects both my KV6003 project and KV4006 coursework. I have an updated medical letter which I can forward.

Could you advise on how best to proceed?

Best regards,
Rebecca Lawrence",Disability Flare-Up,"Dear Dr Smith,

I have a diagnosed chronic condition (fibromyalgia) which is registered with Disability Services. I've been experiencing a significant flare-up over the past two weeks which has made it very difficult to sit at a computer for extended periods.

My Disability Adviser has recommended I request adjusted deadlines for the current assessment period. This affects both my KV6003 project and KV4006 coursework. I have an updated medical letter which I can forward.

Could you advise on how best to proceed?

Best regards,
[PERSON]",Disability Flare-Up,"Dear Dr Smith, I have a diagnosed chronic condition (fibromyalgia) which is registered with Disability Services. I've been experiencing a significant flare-up over the past two weeks which has made it very difficult to sit at a computer for extended periods. My Disability Adviser has recommended I request adjusted deadlines for the current assessment period. This affects both my KV6003 project and KV4006 coursework. I have an updated medical letter which I can forward. Could you advise on how best to proceed? Best regards, [PERSON]","Disability Flare-Up [SEP] Dear Dr Smith, I have a diagnosed chronic condition (fibromyalgia) which is registered with Disability Services. I've been experiencing a significant flare-up over the past two weeks which has made it very difficult to sit at a computer for extended periods. My Disability Adviser has recommended I request adjusted deadlines for the current assessment period. This affects both my KV6003 project and KV4006 coursework. I have an updated medical letter which I can forward. Could you advise on how best to proceed? Best regards, [PERSON]",['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
summer resit and next year stuff,"hi dr smith

so i failed kv4006 which is annoying but it is what it is. couple of questions:

1. when is the resit and is it an exam or coursework
2. if i pass the resit do i still get capped at 40%
3. can i still take kv5002 next semester while doing the resit or is kv4006 a prerequisite
4. also unrelated but the kv5002 reading list link is broken

thx
liam",summer resit and next year stuff,"hi dr smith

so i failed kv4006 which is annoying but it is what it is. couple of questions:

1. when is the resit and is it an exam or coursework
2. if i pass the resit do i still get capped at 40%
3. can i still take kv5002 next semester while doing the resit or is kv4006 a prerequisite
4. also unrelated but the kv5002 reading list link is broken

thx
liam",summer resit and next year stuff,hi dr smith so i failed kv4006 which is annoying but it is what it is. couple of questions: 1. when is the resit and is it an exam or coursework 2. if i pass the resit do i still get capped at 40% 3. can i still take kv5002 next semester while doing the resit or is kv4006 a prerequisite 4. also unrelated but the kv5002 reading list link is broken thx liam,summer resit and next year stuff [SEP] hi dr smith so i failed kv4006 which is annoying but it is what it is. couple of questions: 1. when is the resit and is it an exam or coursework 2. if i pass the resit do i still get capped at 40% 3. can i still take kv5002 next semester while doing the resit or is kv4006 a prerequisite 4. also unrelated but the kv5002 reading list link is broken thx liam,"['admin', 'assessment', 'resources']",3,1,1,0,0,1,0,"[0, 1, 4]"
Student ID Card Issue,"Dear Dr Smith,

Apologies for emailing you about this but I wasn't sure who else to contact. My student ID card has stopped working and I can't get into the Computing building or the labs. I've been to the student hub but they said it would take a week to replace.

Is there a temporary access solution in the meantime? I have practical sessions this week that I can't miss.

Kind regards,
Priya Patel",Student ID Card Issue,"Dear Dr Smith,

Apologies for emailing you about this but I wasn't sure who else to contact. My student ID card has stopped working and I can't get into the Computing building or the labs. I've been to the student hub but they said it would take a week to replace.

Is there a temporary access solution in the meantime? I have practical sessions this week that I can't miss.

[SIGN_OFF]
[PERSON]",Student ID Card Issue,"Dear Dr Smith, Apologies for emailing you about this but I wasn't sure who else to contact. My student ID card has stopped working and I can't get into the Computing building or the labs. I've been to the student hub but they said it would take a week to replace. Is there a temporary access solution in the meantime? I have practical sessions this week that I can't miss. [SIGN_OFF] [PERSON]","Student ID Card Issue [SEP] Dear Dr Smith, Apologies for emailing you about this but I wasn't sure who else to contact. My student ID card has stopped working and I can't get into the Computing building or the labs. I've been to the student hub but they said it would take a week to replace. Is there a temporary access solution in the meantime? I have practical sessions this week that I can't miss. [SIGN_OFF] [PERSON]",['admin'],1,1,0,0,0,0,0,[0]
feeling really overwhelmed,"hi dr smith

i dont really know who to talk to about this. everything is just too much right now and i feel like im drowning. i havent been to lectures in 2 weeks and i cant bring myself to open my laptop. i know i need to do the kv5002 work but i just cant

i dont know what to ask for i just wanted someone to know

sorry
connor",feeling really overwhelmed,"hi dr smith

i dont really know who to talk to about this. everything is just too much right now and i feel like im drowning. i havent been to lectures in 2 weeks and i cant bring myself to open my laptop. i know i need to do the kv5002 work but i just cant

i dont know what to ask for i just wanted someone to know

sorry
connor",feeling really overwhelmed,hi dr smith i dont really know who to talk to about this. everything is just too much right now and i feel like im drowning. i havent been to lectures in 2 weeks and i cant bring myself to open my laptop. i know i need to do the kv5002 work but i just cant i dont know what to ask for i just wanted someone to know sorry connor,feeling really overwhelmed [SEP] hi dr smith i dont really know who to talk to about this. everything is just too much right now and i feel like im drowning. i havent been to lectures in 2 weeks and i cant bring myself to open my laptop. i know i need to do the kv5002 work but i just cant i dont know what to ask for i just wanted someone to know sorry connor,['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
Housing Issues Affecting Studies,"Dear Dr Smith,

I'm writing to explain a difficult personal situation that is affecting my academic work. I am currently in a dispute with my landlord and am facing possible eviction from my accommodation. The stress and uncertainty has made it very hard for me to focus on my studies, particularly the KV4006 coursework due this month.

I have documentation from the Citizens Advice Bureau. Would this be accepted as evidence for an extenuating circumstances claim?

Thank you for any guidance.

Kind regards,
David Kim",Housing Issues Affecting Studies,"Dear Dr Smith,

I'm writing to explain a difficult personal situation that is affecting my academic work. I am currently in a dispute with my landlord and am facing possible eviction from my accommodation. The stress and uncertainty has made it very hard for me to focus on my studies, particularly the KV4006 coursework due this month.

I have documentation from the Citizens Advice Bureau. Would this be accepted as evidence for an extenuating circumstances claim?

Thank you for any guidance.

[SIGN_OFF]
[PERSON]",Housing Issues Affecting Studies,"Dear Dr Smith, I'm writing to explain a difficult personal situation that is affecting my academic work. I am currently in a dispute with my landlord and am facing possible eviction from my accommodation. The stress and uncertainty has made it very hard for me to focus on my studies, particularly the KV4006 coursework due this month. I have documentation from the Citizens Advice Bureau. Would this be accepted as evidence for an extenuating circumstances claim? Thank you for any guidance. [SIGN_OFF] [PERSON]","Housing Issues Affecting Studies [SEP] Dear Dr Smith, I'm writing to explain a difficult personal situation that is affecting my academic work. I am currently in a dispute with my landlord and am facing possible eviction from my accommodation. The stress and uncertainty has made it very hard for me to focus on my studies, particularly the KV4006 coursework due this month. I have documentation from the Citizens Advice Bureau. Would this be accepted as evidence for an extenuating circumstances claim? Thank you for any guidance. [SIGN_OFF] [PERSON]",['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
URGENT - Extension Needed for Assignment,"Hi,

I'm really struggling with the KV6003 assignment and I don't think I'll be able to submit on time. I've been working on it but I've had issues with my laptop breaking and I lost some of my work. Is there any way I can get an extension? Even a couple of days would help.

Sorry for the late notice.

Thanks,
Amir Hussain",URGENT - Extension Needed for Assignment,"Hi,

I'm really struggling with the KV6003 assignment and I don't think I'll be able to submit on time. I've been working on it but I've had issues with my laptop breaking and I lost some of my work. Is there any way I can get an extension? Even a couple of days would help.

Sorry for the late notice.

[SIGN_OFF]
[PERSON]",URGENT - Extension Needed for Assignment,"Hi, I'm really struggling with the KV6003 assignment and I don't think I'll be able to submit on time. I've been working on it but I've had issues with my laptop breaking and I lost some of my work. Is there any way I can get an extension? Even a couple of days would help. Sorry for the late notice. [SIGN_OFF] [PERSON]","URGENT - Extension Needed for Assignment [SEP] Hi, I'm really struggling with the KV6003 assignment and I don't think I'll be able to submit on time. I've been working on it but I've had issues with my laptop breaking and I lost some of my work. Is there any way I can get an extension? Even a couple of days would help. Sorry for the late notice. [SIGN_OFF] [PERSON]",['assessment'],1,0,1,0,0,0,0,[1]
CANT FIND ANYTHING ON BLACKBOARD,"HI DR SMITH

I CANT FIND ANY OF THE RESOURCES FOR KV6003 ON BLACKBOARD. THE MODULE PAGE JUST HAS THE ASSIGNMENT BRIEF AND NOTHING ELSE. WHERE ARE THE LECTURE SLIDES AND THE READING LIST AND THE PROJECT GUIDELINES??

AM I LOOKING IN THE WRONG PLACE??

MICHAEL",CANT FIND ANYTHING ON BLACKBOARD,"HI DR SMITH

I CANT FIND ANY OF THE RESOURCES FOR KV6003 ON BLACKBOARD. THE MODULE PAGE JUST HAS THE ASSIGNMENT BRIEF AND NOTHING ELSE. WHERE ARE THE LECTURE SLIDES AND THE READING LIST AND THE PROJECT GUIDELINES??

AM I LOOKING IN THE WRONG PLACE??

MICHAEL",CANT FIND ANYTHING ON BLACKBOARD,HI DR SMITH I CANT FIND ANY OF THE RESOURCES FOR KV6003 ON BLACKBOARD. THE MODULE PAGE JUST HAS THE ASSIGNMENT BRIEF AND NOTHING ELSE. WHERE ARE THE LECTURE SLIDES AND THE READING LIST AND THE PROJECT GUIDELINES?? AM I LOOKING IN THE WRONG PLACE?? MICHAEL,CANT FIND ANYTHING ON BLACKBOARD [SEP] HI DR SMITH I CANT FIND ANY OF THE RESOURCES FOR KV6003 ON BLACKBOARD. THE MODULE PAGE JUST HAS THE ASSIGNMENT BRIEF AND NOTHING ELSE. WHERE ARE THE LECTURE SLIDES AND THE READING LIST AND THE PROJECT GUIDELINES?? AM I LOOKING IN THE WRONG PLACE?? MICHAEL,['resources'],1,0,0,0,0,1,0,[4]
International Student - Various Concerns,"Dear Dr Smith,

As an international student I have a few concerns I'd appreciate your help with:

1. The KV4006 exam is scheduled during Ramadan. Will there be any accommodations for fasting students, such as adjusted timing or breaks?
2. I'm having difficulty understanding some of the British-specific references in the KV5002 case studies. Are there alternative materials available?
3. My visa requires me to maintain 80% attendance. I missed some sessions due to illness — will my EC claim cover the attendance gap?

Thank you for your understanding.

Regards,
Amir Hussain",International Student - Various Concerns,"Dear Dr Smith,

As an international student I have a few concerns I'd appreciate your help with:

1. The KV4006 exam is scheduled during Ramadan. Will there be any accommodations for fasting students, such as adjusted timing or breaks?
2. I'm having difficulty understanding some of the British-specific references in the KV5002 case studies. Are there alternative materials available?
3. My visa requires me to maintain 80% attendance. I missed some sessions due to illness — will my EC claim cover the attendance gap?

Thank you for your understanding.

[SIGN_OFF]
[PERSON]",International Student - Various Concerns,"Dear Dr Smith, As an international student I have a few concerns I'd appreciate your help with: 1. The KV4006 exam is scheduled during Ramadan. Will there be any accommodations for fasting students, such as adjusted timing or breaks? 2. I'm having difficulty understanding some of the British-specific references in the KV5002 case studies. Are there alternative materials available? 3. My visa requires me to maintain 80% attendance. I missed some sessions due to illness — will my EC claim cover the attendance gap? Thank you for your understanding. [SIGN_OFF] [PERSON]","International Student - Various Concerns [SEP] Dear Dr Smith, As an international student I have a few concerns I'd appreciate your help with: 1. The KV4006 exam is scheduled during Ramadan. Will there be any accommodations for fasting students, such as adjusted timing or breaks? 2. I'm having difficulty understanding some of the British-specific references in the KV5002 case studies. Are there alternative materials available? 3. My visa requires me to maintain 80% attendance. I missed some sessions due to illness — will my EC claim cover the attendance gap? Thank you for your understanding. [SIGN_OFF] [PERSON]","['extenuating_circumstances', 'resources', 'timetabling']",3,0,0,1,0,1,1,"[2, 4, 5]"
panic attacks before exams,"hi dr smith

i dont really know how to say this but ive been getting really bad panic attacks especially when i think about the kv4006 exam. ive never had them before this year and its getting worse. i saw my gp last week and theyve referred me for cbt but the waiting list is long

im worried about sitting the exam in a big hall with everyone. are there alternative arrangements for people with anxiety??

sorry for oversharing
hannah",panic attacks before exams,"hi dr smith

i dont really know how to say this but ive been getting really bad panic attacks especially when i think about the kv4006 exam. ive never had them before this year and its getting worse. i saw my gp last week and theyve referred me for cbt but the waiting list is long

im worried about sitting the exam in a big hall with everyone. are there alternative arrangements for people with anxiety??

sorry for oversharing
hannah",panic attacks before exams,hi dr smith i dont really know how to say this but ive been getting really bad panic attacks especially when i think about the kv4006 exam. ive never had them before this year and its getting worse. i saw my gp last week and theyve referred me for cbt but the waiting list is long im worried about sitting the exam in a big hall with everyone. are there alternative arrangements for people with anxiety?? sorry for oversharing hannah,panic attacks before exams [SEP] hi dr smith i dont really know how to say this but ive been getting really bad panic attacks especially when i think about the kv4006 exam. ive never had them before this year and its getting worse. i saw my gp last week and theyve referred me for cbt but the waiting list is long im worried about sitting the exam in a big hall with everyone. are there alternative arrangements for people with anxiety?? sorry for oversharing hannah,['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
chatgpt referencing,"hi dr smith

quick question — for kv6003 do we have to reference it if we used chatgpt?? i used it to help explain some stuff and fix some code errors. dont want to get done for academic misconduct lol

thx
megan",chatgpt referencing,"hi dr smith

quick question — for kv6003 do we have to reference it if we used chatgpt?? i used it to help explain some stuff and fix some code errors. dont want to get done for academic misconduct lol

thx
megan",chatgpt referencing,hi dr smith quick question — for kv6003 do we have to reference it if we used chatgpt?? i used it to help explain some stuff and fix some code errors. dont want to get done for academic misconduct lol thx megan,chatgpt referencing [SEP] hi dr smith quick question — for kv6003 do we have to reference it if we used chatgpt?? i used it to help explain some stuff and fix some code errors. dont want to get done for academic misconduct lol thx megan,['assessment'],1,0,1,0,0,0,0,[1]
kv6003 deadline??,"hi

when is the kv6003 project due?? blackboard and the brief have different dates and i dont know which one is right. is it the 6th or 7th of may??

thx
josh",kv6003 deadline??,"hi

when is the kv6003 project due?? blackboard and the brief have different dates and i dont know which one is right. is it the 6th or 7th of may??

thx
josh",kv6003 deadline??,hi when is the kv6003 project due?? blackboard and the brief have different dates and i dont know which one is right. is it the 6th or 7th of may?? thx josh,kv6003 deadline?? [SEP] hi when is the kv6003 project due?? blackboard and the brief have different dates and i dont know which one is right. is it the 6th or 7th of may?? thx josh,['assessment'],1,0,1,0,0,0,0,[1]
